section,slug,title,date,word_count,has_images,originality,imagery,philosophical_depth,structure,sentence_control,voice,pm_share,audience,relevance,action,notes
journal,heegadre-hege,Heegadre Hege,2007-05-29,104,N,,,,,,,,,,,
journal,helpless,Helpless,2005-10-27,9,N,,,,,,,,,,,
journal,heyy-babyy,Heyy Babyy,2007-09-28,287,N,,,,,,,,,,,
journal,hid,HID,2007-08-15,10,Y,,,,,,,,,,,
journal,himesh-shows-signs-of-becoming-rajinikanth,Himesh shows signs of becoming Rajinikanth,2007-07-02,463,N,,,,,,,,,,,
journal,hny-10,HNY 10 :),2009-12-31,43,N,,,,,,,,,,,
journal,hny-2011,HNY 2011 :),2010-12-31,207,N,,,,,,,,,,,
journal,hny-2012,HNY 2012 :),2012-01-08,740,N,,,,,,,,,,,
journal,hny06,HNY06 :),2006-01-01,14,N,,,,,,,,,,,
journal,hny09,HNY09 :),2009-01-01,504,N,,,,,,,,,,,
journal,holiweek,Holiweek,2005-08-27,1097,N,,,,,,,,,,,
journal,home-of-ravikiran,Home,2020-07-19,695,Y,,,,,,,,,,,
journal,home-update,Home update,2005-03-15,143,N,,,,,,,,,,,
journal,home,Home,2018-07-07,0,N,,,,,,,,,,,
journal,homepage-2-2,Homepage,2007-07-02,344,N,,,,,,,,,,,
journal,homepage-2,Homepage,2007-06-27,342,N,,,,,,,,,,,
journal,homepage-backup,Homepage backup,2020-09-28,683,Y,,,,,,,,,,,
journal,honeymoon-travels-pvt-ltd,Honeymoon Travels Pvt Ltd,2007-08-11,415,N,,,,,,,,,,,
journal,honks,Honks,2006-01-10,18,N,,,,,,,,,,,
journal,hooked,Hooked,2014-10-31,67,N,,,,,,,,,,,
journal,hostel,Hostel,2008-03-12,256,N,,,,,,,,,,,
journal,how-i-selected-subjects,How I selected subjects..,2005-11-30,301,N,,,,,,,,,,,
journal,how-to-announce-your-death-to-the-world-using-wordpress-2-2,How to announce your death to the world using Wordpress,2007-05-21,387,Y,,,,,,,,,,,
journal,how-to-announce-your-death-to-the-world-using-wordpress-2,How to announce your death to the world using Wordpress,2007-05-17,376,Y,,,,,,,,,,,
journal,how-to-operate,How to operate,2014-11-07,185,N,,,,,,,,,,,
journal,hum-tum,Hum Tum,2004-11-05,999,N,6,5,4,5,5,7,N,F,2,Archive,Creative dialogue format shows personality; deeply personal
journal,hyperactive,Hyperactive,2007-02-10,0,N,,,,,,,,,,,
journal,i-am-blogger-2-in-economic-times,I am Blogger 2 in Economic Times,2005-12-13,47,N,,,,,,,,,,,
journal,i-am-frustrated-by-how-usability-studies-are-done,Untitled,2014-12-17,33,N,,,,,,,,,,,
journal,i-am-rich,I am rich!,2005-10-29,59,Y,,,,,,,,,,,
journal,i-dont-know-what-im-supposed-to-be-2-2,I don't know what I'm supposed to be,2008-05-03,185,N,,,,,,,,,,,
journal,i-dont-know-what-im-supposed-to-be-2,I don't know what I'm supposed to be,2008-05-03,185,N,,,,,,,,,,,
journal,i-have-been-reading-a-lot-and-it-is-very,Weekend Reading,2014-08-13,59,N,,,,,,,,,,,
journal,i-prefer-the-most-unfair-peace-to-the-most-righteous-war-marcus-t-cicero,I prefer the most unfair peace to the most righteous war. Marcus T Cicero,2007-10-03,838,N,,,,,,,,,,,
journal,i-thought,I thought,2005-12-11,98,N,,,,,,,,,,,
journal,identity-politics,Identity Politics,2018-07-14,98,N,,,,,,,,,,,
journal,if-anything-can-go-wrong,If anything can go wrong,2005-05-18,297,N,,,,,,,,,,,
journal,imaginary-blogmeet,Imaginary blogmeet,2006-09-12,267,N,,,,,,,,,,,
journal,imified,IMified !,2007-02-12,64,N,,,,,,,,,,,
journal,impact-of-advertisements,impact of advertisements & brands on society,2011-07-06,404,N,,,,,,,,,,,
journal,india-proud,India Proud!,2007-01-31,51,N,,,,,,,,,,,
journal,india-questions-aamir-khan,India questions Aamir Khan,2005-12-11,771,N,,,,,,,,,,,
journal,infinite-curiosity,Infinite curiosity,2014-10-08,66,N,,,,,,,,,,,
journal,info-2,Info,2006-03-22,60,N,,,,,,,,,,,
journal,infographic-mobile-advertising-battle-of-the-sexes-mobile-technology-news,Infographic: Mobile advertising battle of the sexes — Mobile Technology News,2011-08-23,88,N,,,,,,,,,,,
journal,instagram-facebook,Instagram - Facebook,2012-04-13,1009,N,,,,,,,,,,,
journal,interesting-video-about-monopoly-and,Competition is for losers,2014-10-23,11,N,,,,,,,,,,,
journal,internal-fights,Internal fights,2005-12-13,88,N,,,,,,,,,,,
journal,internet-advertising-and-targeting,Internet advertising and targeting,2011-09-20,1095,N,,,,,,,,,,,
journal,introductions,Introductions,2009-08-25,182,N,,,,,,,,,,,
journal,iqbal,Iqbal,2005-09-27,652,N,,,,,,,,,,,
journal,is-it,Is it?,2006-04-12,370,N,,,,,,,,,,,
journal,is-this-real,Is this real ?,2009-09-20,206,N,,,,,,,,,,,
journal,it-aint-about-how-hard-you-hit,It ain't about how hard you hit,2008-05-02,139,N,,,,,,,,,,,
journal,it-is-all-in-the-game,It is all in the game,2005-10-14,541,N,,,,,,,,,,,
journal,iti-ninna-amritha,Iti Ninna Amritha,2005-01-23,346,N,,,,,,,,,,,
journal,its-happening-in-pesit,Its happening in PESIT :),2005-12-26,20,N,,,,,,,,,,,
journal,jealous-guy-keeps-on-loving-you,Jealous guy keeps on loving you,2005-10-27,377,N,,,,,,,,,,,
journal,jhoom-barabar-jhoom,Jhoom Barabar Jhoom,2007-08-10,384,N,,,,,,,,,,,
journal,jodha-akbar,Jodha Akbar,2008-03-14,730,N,,,,,,,,,,,
journal,jogi-a-feel-that-never-ends,Jogi - A feel that never ends,2005-09-20,422,N,,,,,,,,,,,
journal,joining-accuweather,Joining AccuWeather,2011-08-22,689,Y,,,,,,,,,,,
journal,jote-joteyalikkgdonumrao-jaan,"Jote joteyali,KKG,Don,Umrao Jaan",2006-11-12,1431,N,,,,,,,,,,,
journal,journey,Journey,2014-11-15,1279,N,,,,,,,,,,,
journal,just-let-it-go,Just let it go,2005-03-31,257,N,,,,,,,,,,,
journal,just-what-i-wanted-to-say-1,Just what I wanted to say - 1,2007-05-30,691,N,,,,,,,,,,,
journal,just-what-i-wanted-to-say-2,Just what I wanted to say - 2,2007-05-31,299,N,,,,,,,,,,,
journal,just-what-i-wanted-to-say-3-2,Just what I wanted to say - 3,2007-06-03,584,N,,,,,,,,,,,
journal,just-what-i-wanted-to-say-4,Just what I wanted to say - 4,2008-09-16,101,N,,,,,,,,,,,
journal,kads,Kads.,2008-08-05,40,Y,,,,,,,,,,,
journal,kafkas-metamorphosis,Kafka's Metamorphosis,2007-02-11,236,N,,,,,,,,,,,
journal,kajol-2,Kajol,2011-08-05,82,N,,,,,,,,,,,
journal,kajol-as-sita,Kajol as Sita,2006-09-29,49,N,,,,,,,,,,,
journal,kajol-doll,Kajol doll,2006-09-18,95,Y,,,,,,,,,,,
journal,kajol,Kajol,2005-06-11,222,N,,,,,,,,,,,
journal,kane-and-abel-jeffry-archer,Kane and Abel - Jeffry Archer,2007-10-01,618,N,,,,,,,,,,,
journal,kank-srk-godzilla,"Kank, Srk, Godzilla",2006-09-12,375,N,,,,,,,,,,,
journal,kannada-rajyothsava,Kannada Rajyothsava,2006-11-01,53,N,,,,,,,,,,,
journal,killers-and-deaths-everywhere,Killers and deaths everywhere,2014-11-18,254,N,,,,,,,,,,,
journal,king-of-tokyo,King of Tokyo,2018-09-03,262,N,,,,,,,,,,,
journal,koffee-main-tum-aur-hum-ravana,"Koffee, Main Tum aur Hum, Ravana",2007-02-11,495,N,,,,,,,,,,,
journal,krrish-cyanideomkarasomething-somethingvettaiyaadu,"Krrish, Cyanide,Omkara,Something something,Vettaiyaadu ..",2006-09-12,639,N,,,,,,,,,,,
journal,lage-raho-munnabhai,Lage Raho Munnabhai,2006-09-12,502,N,,,,,,,,,,,
journal,lamentine-day-2,Lamentine Day,2008-03-05,582,N,,,,,,,,,,,
journal,last-nail-in-the-coffin,Last nail in the coffin,2006-04-17,524,N,,,,,,,,,,,
journal,laugh-cry,Laugh-Cry,2006-03-14,32,N,,,,,,,,,,,
journal,laugher-club,Laugher Club,2005-01-23,433,N,,,,,,,,,,,
journal,launch,Launch !,2004-12-01,103,N,4,4,4,5,5,7,N,A,3,Archive,First blog announcement post; historically interesting
journal,leadership-multitasking-and-others,"Leadership, Multitasking and others",2010-08-11,2427,N,,,,,,,,,,,
journal,leadership,"Leadership, multitasking, reading, friendship",2010-08-11,2464,N,,,,,,,,,,,
journal,lens-2,Lens,2005-04-06,199,N,,,,,,,,,,,
journal,life-in-a-metro,Life in a Metro,2007-06-05,633,N,,,,,,,,,,,
journal,life-is-a-marathon,Life is a marathon,2011-08-18,109,N,,,,,,,,,,,
journal,life-is,Life is,2005-04-24,50,N,,,,,,,,,,,
journal,link-blog-1228,Link blog,2007-07-29,242,N,,,,,,,,,,,
journal,link-blog,Link Blog,2006-01-07,0,N,,,,,,,,,,,
journal,lists,Lists,2018-07-08,71,N,,,,,,,,,,,
journal,little_miss_sunshine,All those years he suffered were the best years of his life,2008-06-02,397,N,,,,,,,,,,,
journal,loud_music_and_dim_lights,Loud music and Dim lights,2009-03-10,806,N,,,,,,,,,,,
journal,love-and-hate,Love and hate,2005-10-02,20,N,,,,,,,,,,,
journal,love-or-arranged,Love or arranged ?,2005-11-30,60,N,,,,,,,,,,,
journal,luck-and-hope-and-some-other-senseless-things,Luck and hope and some other senseless things ..,2009-03-04,279,N,,,,,,,,,,,
journal,lyrics-time,Lyrics time..,2008-10-13,463,N,,,,,,,,,,,
journal,madikeri-and-coastal-karnataka-tour,Madikeri and Coastal Karnataka Tour,2006-06-26,2151,N,,,,,,,,,,,
journal,mafia,Mafia,2018-08-25,453,N,,,,,,,,,,,
journal,man-who-knew-infinity-abachurina-post-office-toofan-mail,"Man who knew infinity, Abachurina Post office, Toofan Mail",2006-09-12,338,N,,,,,,,,,,,
journal,mania,Mania,2007-07-20,145,N,,,,,,,,,,,
journal,manorama-six-feet-under,Manorama Six Feet Under,2007-10-08,130,N,,,,,,,,,,,
journal,manual-of-me,Manual of Me,2020-11-19,740,N,,,,,,,,,,,
journal,marketingbasics,Basics of Marketing - as applied to mobile apps,2014-07-28,62,N,,,,,,,,,,,
journal,marriages,Marriages,2005-08-17,299,N,,,,,,,,,,,
journal,maths-joke-2,Maths joke,2007-08-03,434,N,,,,,,,,,,,
journal,mauli-dave-2-2,Mauli Dave - 2,2007-05-23,193,N,,,,,,,,,,,
journal,mauli-dave-2,Mauli Dave,2007-05-21,88,N,,,,,,,,,,,
journal,memory,Memory,2006-05-15,83,N,,,,,,,,,,,
journal,menasinakayi-baji-2,Menasinakayi baji,2008-04-24,250,N,,,,,,,,,,,
journal,microsoft-surface-hot-off-the-press,Microsoft Surface - hot off the press,2007-05-31,64,N,,,,,,,,,,,
journal,midnight-marathon-experience,Midnight Marathon Experience,2009-01-15,1744,Y,,,,,,,,,,,
journal,milkshake_before_sunrise,Don't you know me ? Don't you know me by now ?,2009-03-16,345,N,,,,,,,,,,,
journal,millennial-android-tops-ios-for-the-eighth-month-with-61-percent-of-mobile-ad-impressions-in-july-techcrunch,Millennial: Android Tops iOS For The Eighth Month With 61 Percent Of Mobile Ad Impressions In July | TechCrunch,2011-08-24,181,N,,,,,,,,,,,
journal,mini-book-reviews,Mini Book Reviews,2007-08-07,865,N,,,,,,,,,,,
journal,minimum-blogging-guaranteed,Minimum blogging guaranteed!,2005-12-10,193,N,,,,,,,,,,,
journal,mobile-changing-the-way-we-live,Mobile changing the way we live,2011-08-06,6,N,,,,,,,,,,,
journal,mobile-spending,Mobile changing the way people spend,2011-08-08,144,N,,,,,,,,,,,
journal,mobile-technology-2011,Mobile Technology 2011,2011-08-29,0,N,,,,,,,,,,,
journal,mocha,Mocha,2007-05-28,422,Y,,,,,,,,,,,
journal,mock-interview-ibm,"Mock interview, IBM",2009-08-28,539,N,,,,,,,,,,,
journal,movie-mela,Movie Mela,2007-02-11,421,N,,,,,,,,,,,
journal,movies-in-usa,Movies in USA,2010-08-15,477,N,,,,,,,,,,,
journal,mr-techno,Mr Techno,2007-02-10,0,N,,,,,,,,,,,
journal,mumbai-navigator,Mumbai Navigator,2005-12-16,161,N,,,,,,,,,,,
journal,mungaru-male,Mungaru Male,2007-05-23,1549,N,,,,,,,,,,,
journal,munnar-and-ootywhich-comes-on-the-way,Munnar and Ooty(which comes on the way),2004-12-04,895,N,5,6,4,5,5,6,N,F,2,Archive,Travel log; good detail but personal
journal,my-autograph,My autograph,2006-04-17,605,N,,,,,,,,,,,
journal,my-daily-happenings,My Daily Happenings,2004-12-07,81,N,6,4,4,4,6,7,N,F,2,Archive,Dry humor piece about routine; charming brevity
journal,my-favorite-speeches,My favorite speeches,2010-08-11,0,N,,,,,,,,,,,
journal,my-interview-on-penn-state-e-newsletter-old-one,My interview on Penn State E-newsletter ( old one),2012-05-29,1086,Y,,,,,,,,,,,
journal,my-interviewarticle-in-business-world,My interview/article in Business World,2012-02-26,222,Y,,,,,,,,,,,
journal,mycomments,My Comments,2006-09-16,0,N,,,,,,,,,,,
journal,mysterious_bird,Mysterious Bird,2009-03-22,1115,N,,,,,,,,,,,
journal,name-change-game,Name change game,2005-12-12,263,N,,,,,,,,,,,
journal,negation,Negation,2005-07-04,90,N,,,,,,,,,,,
journal,nenapirali,Nenapirali,2006-09-12,570,N,,,,,,,,,,,
journal,netflix-and-recent-price-hike,Netflix and recent price hike,2011-08-05,988,Y,,,,,,,,,,,
journal,new-kajol-ads,New Kajol ads ?,2010-07-30,36,N,,,,,,,,,,,
journal,new-kannada,New kannada,2005-12-13,9,N,,,,,,,,,,,
journal,new-marketing-thoughts,New Marketing Thoughts,2014-12-01,612,N,,,,,,,,,,,
journal,new-why,New! Why?,2008-04-05,254,N,,,,,,,,,,,
journal,newsletter-2894,Newsletter,2020-10-12,695,Y,,,,,,,,,,,
journal,newsletter,Newsletter,2020-09-28,683,Y,,,,,,,,,,,
journal,no-i-did-not-miss,No I did not miss,2005-12-12,354,N,,,,,,,,,,,
journal,no-input-no-output,"No input, No output",2005-07-12,358,N,,,,,,,,,,,
journal,no-surprises,No surprises,2005-12-21,70,N,,,,,,,,,,,
journal,not-bad,Not bad ..,2005-10-20,45,N,,,,,,,,,,,
journal,notice,Notice,2005-12-13,140,N,,,,,,,,,,,
journal,o-saathi-re,O saathi re,2010-09-22,87,N,,,,,,,,,,,
journal,office-update,Office Update,2005-03-15,176,N,,,,,,,,,,,
journal,old-maid,Old Maid,2018-09-03,279,N,,,,,,,,,,,
journal,omar-abdullah,Omar Abdullah,2008-07-26,159,N,,,,,,,,,,,
journal,ombattu-gudda,Ombattu Gudda,2004-09-08,2611,N,5,5,4,4,5,7,N,F,2,Archive,"Trek narrative; personal charm, not for public"
journal,on-amazon-echo,On Amazon Echo,2014-11-08,767,N,,,,,,,,,,,
journal,on-cab-drivers,on cab drivers,2011-07-30,859,N,,,,,,,,,,,
journal,on-comments,On comments,2005-10-20,36,N,,,,,,,,,,,
journal,on-google-glass,On Google Glass,2014-11-17,751,N,,,,,,,,,,,
journal,on-joe-pa,on Joe Pa,2012-07-24,2309,Y,,,,,,,,,,,
journal,on-leadership-and-management,On Leadership and Management,2018-07-14,23,N,,,,,,,,,,,
journal,on-my-way-beat,On my way …..BEAT,2004-12-23,216,N,7,6,5,7,6,7,N,F,3,Archive,Best writing in this batch — stream-of-consciousness rhythm works
journal,on-optimism,On optimism,2014-09-11,463,N,,,,,,,,,,,
journal,on-phone,On Phone,2006-09-05,1398,N,,,,,,,,,,,
journal,on-the-web,On the web,2010-06-19,3,N,,,,,,,,,,,
journal,on-writing-and-journalling,On Writing and Journalling,2018-07-15,1,N,,,,,,,,,,,
journal,one-more,One more,2005-12-11,48,N,,,,,,,,,,,
journal,one-red-paper-clip,One red paper clip,2006-07-11,73,N,,,,,,,,,,,
journal,one-year,One year ..,2010-08-05,210,Y,,,,,,,,,,,
journal,oo-aa-ouch,Oo Aa Ouch,2004-12-18,25,N,3,3,2,3,4,5,N,A,1,Archive,One-liner about sprained leg; no substance
journal,open-source-blogging-work-life-balance,"Open Source, Blogging, Work-Life balance.",2005-08-10,378,N,,,,,,,,,,,
journal,opportunity-knocks,Opportunity knocks,2013-05-16,44,N,,,,,,,,,,,
journal,orkut-and-feeds,Orkut and Feeds,2007-06-13,197,N,,,,,,,,,,,
journal,orkut-and-me,Orkut and me,2006-05-09,171,N,,,,,,,,,,,
journal,other-side-of-outsourcing,Other side of outsourcing,2005-12-28,1143,N,,,,,,,,,,,
journal,outing,Outing,2006-09-12,360,Y,,,,,,,,,,,
journal,output_barutte,Output barutte,2008-06-04,216,N,,,,,,,,,,,
journal,oxymoronica,oxymoronica,2004-12-01,438,N,5,5,6,5,5,6,N,F,3,Archive,Book response; shows intellectual curiosity
journal,packed-weekend,Packed Weekend,2004-12-28,233,N,4,4,4,4,5,6,N,A,2,Archive,Weekend recap; thin content
journal,pai-viceroy-meet,Pai Viceroy  Meet,2005-07-11,22,N,,,,,,,,,,,
journal,parenting-is,Parenting is,2009-08-27,381,N,,,,,,,,,,,
journal,passion-2-2,Passion,2008-04-09,80,N,,,,,,,,,,,
journal,passion-2,Passion,2008-04-09,80,N,,,,,,,,,,,
journal,passion-or-fillers,Passion or fillers ..,2012-03-30,691,N,,,,,,,,,,,
journal,passion-talent-and-excitement,"Passion, talent and excitement....",2006-09-13,195,N,,,,,,,,,,,
journal,pen-vodafone-ad,Pen-Vodafone Ad,2008-06-13,82,N,,,,,,,,,,,
journal,penn-state-commencement-speech,Penn State Commencement Speech 2011 by Prof Hambrick,2011-09-02,1423,N,,,,,,,,,,,
journal,people,People,2005-03-17,324,N,,,,,,,,,,,
journal,philosophy,Philosophy,2005-02-14,240,N,,,,,,,,,,,
journal,photo-gallery,Photo Gallery,2006-04-17,21,N,,,,,,,,,,,
journal,pksedorkkg,"PKSE,Dor,KKG",2006-09-25,954,N,,,,,,,,,,,
journal,please-tell-me,Please tell me.,2006-02-13,122,N,,,,,,,,,,,
journal,podcasts,Podcasts,2018-07-08,221,N,,,,,,,,,,,
journal,poem-on-lagey-raho,Poem on Lagey raho,2006-09-12,9,N,,,,,,,,,,,
journal,polio,Polio,2007-02-10,0,N,,,,,,,,,,,
journal,post-1146,Untitled,2010-08-04,17,N,,,,,,,,,,,
journal,post-1166,Untitled,2010-08-08,9,N,,,,,,,,,,,
journal,post-1681,Untitled,2011-08-07,6,Y,,,,,,,,,,,
journal,post-1682,Untitled,2011-08-07,1,N,,,,,,,,,,,
journal,post-1880,Untitled,2018-07-17,0,N,,,,,,,,,,,
journal,post-2806,Untitled,2020-09-26,106,N,,,,,,,,,,,
journal,potato-is-injurious-to-health,Potato is injurious to health,2005-04-01,100,N,,,,,,,,,,,
journal,power-and-responsibility,Power and Responsibility,2006-01-11,8,N,,,,,,,,,,,
journal,power-of-bloggers,Power of bloggers,2005-10-13,599,N,,,,,,,,,,,
journal,press,Press,2011-07-01,14,N,,,,,,,,,,,
journal,priority,Priority,2005-03-17,33,N,,,,,,,,,,,
journal,product-management-lessons-how-not-to-become-a-project-manager,Product Management Lessons: How Not to Become a Project Manager,2020-09-25,0,N,,,,,,,,,,,
journal,product-management,Product Management,2018-07-16,12,N,,,,,,,,,,,
journal,protoin,Proto.in,2007-02-12,31,N,,,,,,,,,,,
journal,prudential,Prudential,2020-09-26,211,Y,,,,,,,,,,,
journal,punekar,Punekar,2006-10-14,176,N,,,,,,,,,,,
journal,punishment,Punishment,2009-03-29,627,N,,,,,,,,,,,
journal,python-meet,Python meet,2005-03-15,192,N,,,,,,,,,,,
journal,question,Question,2005-12-20,129,N,,,,,,,,,,,
journal,quick-orkut-features-testing,Quick Orkut features testing,2007-09-02,78,N,,,,,,,,,,,
journal,quotes,Quotes,2009-09-12,180,N,,,,,,,,,,,
journal,radio-one,Radio One,2006-09-12,177,N,,,,,,,,,,,
journal,raja-hasan-and-sarika,Raja Hasan and Sarika,2007-07-06,415,N,,,,,,,,,,,
journal,random-bursts-of-thoughts-and-activity-log-2,Random bursts of thoughts and activity log!,2007-07-29,1025,N,,,,,,,,,,,
