section,slug,title,date,word_count,has_images,originality,imagery,philosophical_depth,structure,sentence_control,voice,pm_share,audience,relevance,action,notes
journal,random-bursts-of-thoughts-and-happenings-2nd-edition-3-2,Random Bursts of Thoughts and Happenings - 2nd Edition,2007-10-04,417,N,,,,,,,,,,,
journal,random-bursts-of-thoughts-and-happenings-2nd-edition-3,Random Bursts of Thoughts and Happenings - 2nd Edition,2007-09-24,257,N,,,,,,,,,,,
journal,rang-de-basanti,Rang de Basanti,2006-02-12,1376,N,,,,,,,,,,,
journal,rangan-on-naksha-and-munna,Rangan on Naksha and Munna,2006-09-13,326,N,,,,,,,,,,,
journal,rangashankara-maduve-maduve,Rangashankara - Maduve Maduve,2007-06-06,344,N,,,,,,,,,,,
journal,rangashankara-mallinatha-dhyana,Rangashankara - Mallinatha Dhyana,2007-06-05,444,N,,,,,,,,,,,
journal,rangashankara-neenaanaadrenaaneenena,Rangashankara - Neenaanaadrenaaneenena,2007-08-06,400,N,,,,,,,,,,,
journal,rangashankara-rehearsal,RangaShankara – Rehearsal,2004-11-30,601,N,5,6,5,6,6,6,N,F,2,Archive,Theatre visit write-up; decent descriptive writing
journal,rangashankara-sankramana,Rangashankara - Sankramana,2007-05-24,986,Y,,,,,,,,,,,
journal,rangashankara-sleuth,Rangashankara - Sleuth,2005-06-11,353,N,,,,,,,,,,,
journal,rangashankara-the-final-rehearsal,Rangashankara - The Final Rehearsal,2004-12-19,337,N,5,6,5,5,6,6,N,F,2,Archive,Theatre review; better than the first rehearsal post
journal,rant,Rant,2007-05-18,465,N,,,,,,,,,,,
journal,rdb-page-3-and-shantaram,"RDB, Page 3 and Shantaram",2006-03-02,427,N,,,,,,,,,,,
journal,reader,Reader,2013-07-02,523,Y,,,,,,,,,,,
journal,recurring-dream,Recurring dream,2018-07-28,448,N,,,,,,,,,,,
journal,recursive,Recursive,2005-10-06,31,N,,,,,,,,,,,
journal,resume,Resume,2020-09-24,858,N,,,,,,,,,,,
journal,reviews,Reviews,2006-09-01,0,N,,,,,,,,,,,
journal,rim-suffers-as-it-waits-for-a-turnaround-tech-news-and-analysis,RIM suffers as it waits for a turnaround — Tech News and Analysis,2011-09-16,126,N,,,,,,,,,,,
journal,roadmap-and-customer-meeting,Roadmap and customer meeting,2014-11-11,508,N,,,,,,,,,,,
journal,robert-ballard-discoverer-of-titanic,"Robert Ballard, discoverer of Titanic",2011-11-11,655,N,,,,,,,,,,,
journal,rock-on,Rock On,2008-09-05,1016,N,,,,,,,,,,,
journal,rss-2,RSS,2006-09-27,411,N,,,,,,,,,,,
journal,rukhawat-ke-liye-khed-hai,Rukhawat ke liye KHED hai....,2005-02-03,67,N,,,,,,,,,,,
journal,running,Running,2009-01-12,1123,N,,,,,,,,,,,
journal,sachin-off-and-on,Sachin off and on,2006-11-07,108,N,,,,,,,,,,,
journal,sadarame-rangashankara,Sadarame - Rangashankara,2009-03-17,495,N,,,,,,,,,,,
journal,sahara,Sahara,2005-07-19,82,N,,,,,,,,,,,
journal,salaam-e-ishq-black-friday-in-pursuit,"Salaam-e-Ishq, Black Friday, In pursuit",2007-06-01,294,N,,,,,,,,,,,
journal,sankranti-and-the-weekend-that-was,Sankranti and the weekend that was,2006-01-19,338,N,,,,,,,,,,,
journal,sankranti,Sankranti,2005-11-23,497,N,,,,,,,,,,,
journal,sarkar,Sarkar,2005-07-04,365,N,,,,,,,,,,,
journal,saturday-working,Saturday working,2007-07-25,361,N,,,,,,,,,,,
journal,satyavan-savitri,Satyavan Savitri,2007-08-08,270,N,,,,,,,,,,,
journal,say-right-point-left,"Say right, point left",2006-01-27,15,N,,,,,,,,,,,
journal,schema-estj,"Schema, ISTJ",2009-09-01,252,N,,,,,,,,,,,
journal,see-me,See me!,2005-01-02,16,Y,2,2,1,2,3,4,N,A,1,Delete,Just a photo placeholder; no content
journal,sendoff,Sendoff!,2007-05-18,526,Y,,,,,,,,,,,
journal,shadow,Shadow,2007-02-11,0,N,,,,,,,,,,,
journal,shantaram,Shantaram,2006-05-20,3806,N,,,,,,,,,,,
journal,shiva-at-murudeshwar,Shiva at Murudeshwar,2006-06-18,46,N,,,,,,,,,,,
journal,site-maintenance-private-post,Site Maintenance Private Post,2018-07-14,185,N,,,,,,,,,,,
journal,skills-of-interview,Skills of Interview,2005-03-21,212,N,,,,,,,,,,,
journal,sleep,Sleep,2006-03-09,920,N,,,,,,,,,,,
journal,sms_timepass,Sms_Timepass,2005-03-15,817,N,,,,,,,,,,,
journal,snake-game,Snake Game,2006-09-24,408,N,,,,,,,,,,,
journal,some-miss-some-hits,Some miss some hits,2005-11-27,399,N,,,,,,,,,,,
journal,some-photos,Some photos,2005-11-12,40,N,,,,,,,,,,,
journal,some-posts-on-first-kiss,Some posts on first kiss!,2007-06-02,168,N,,,,,,,,,,,
journal,some-rant,Some rant,2005-10-08,939,N,,,,,,,,,,,
journal,sorry-bhai,Sorry Bhai!!,2008-12-19,529,N,,,,,,,,,,,
journal,sour-grapes,Sour grapes,2008-07-08,5,N,,,,,,,,,,,
journal,status-update,Status Update,2006-09-12,138,N,,,,,,,,,,,
journal,stumbled,Stumbled,2005-10-14,412,N,,,,,,,,,,,
journal,subjects-and-interviews,Subjects and interviews,2009-08-25,557,N,,,,,,,,,,,
journal,sudoku,Sudoku,2005-07-11,269,N,,,,,,,,,,,
journal,talk-during-lunch,Talk during lunch,2006-09-22,11,N,,,,,,,,,,,
journal,talkr,Talkr,2007-06-14,242,N,,,,,,,,,,,
journal,tasty-smart,"Tasty, Smart",2005-04-01,200,N,,,,,,,,,,,
journal,tata-leadership,Tata - An analysis of strategic leadership,2011-08-20,1736,Y,,,,,,,,,,,
journal,team-building-activities,Team building activities,2007-09-21,579,N,,,,,,,,,,,
journal,teams-class,Teams class,2009-08-26,119,N,,,,,,,,,,,
journal,tedxpsu-2011,TEDxPSU 2011,2011-11-19,1608,Y,,,,,,,,,,,
journal,test-1-2-3,test 1 2 3,2005-04-23,1,Y,,,,,,,,,,,
journal,test,test,2010-08-02,17,N,,,,,,,,,,,
journal,thank-you-note,Thank you note !,2007-02-11,1926,N,,,,,,,,,,,
journal,thank-you,Thank you,2020-09-28,37,N,,,,,,,,,,,
journal,thanks-pooja,Thanks Pooja,2005-07-25,27,N,,,,,,,,,,,
journal,thats-not-a-four,Thats  (not) a four!,2006-02-05,285,N,,,,,,,,,,,
journal,the-finisher,The Finisher,2008-04-03,1440,N,,,,,,,,,,,
journal,the-myth,The Myth,2005-11-29,210,N,,,,,,,,,,,
journal,the-other-side-of-outsourcing,The other side of outsourcing,2007-02-10,8,N,,,,,,,,,,,
journal,the-pleasure-of-finding-things-out-rp-feynman,The pleasure of finding things out - RP Feynman,2007-02-11,83,N,,,,,,,,,,,
journal,the-real-privacy-scandal-on-social-networks-the-feds-are-spying-on-their-friends,The Real Privacy Scandal On Social Networks: The Feds Are Spying On Their “Friends”,2010-10-23,34,N,,,,,,,,,,,
journal,the-rise-of-android-and-why-it-could-be-about-to-crumble-tnw-google,The rise of Android and why it could be about to crumble - TNW Google,2011-08-08,245,N,,,,,,,,,,,
journal,the_shawshank_redemption,Get busy living or get busy dying,2008-06-06,1403,N,,,,,,,,,,,
journal,themese,themese,2011-04-07,47,N,,,,,,,,,,,
journal,theory-n-practice,Theory n Practice,2005-09-01,36,N,,,,,,,,,,,
journal,there-is-so-much-to,There is so much to,2009-09-19,491,N,,,,,,,,,,,
journal,thon5k-wake-up-call,Thon5k - wake up call,2010-10-21,309,N,,,,,,,,,,,
journal,ticket-to-ride,Ticket to Ride,2018-08-25,381,N,,,,,,,,,,,
journal,time,Time,2009-04-21,375,N,,,,,,,,,,,
journal,titanic-remix,Titanic remix,2007-03-08,13,N,,,,,,,,,,,
journal,to-do-something-well-you-have-to-like-it,To do something well you have to like it,2006-01-24,1268,N,,,,,,,,,,,
journal,to-kill-a-mocking-bird,To Kill a Mocking Bird,2007-09-27,442,N,,,,,,,,,,,
journal,to-start-with,To start with,2006-01-18,243,N,,,,,,,,,,,
journal,toonpur-ka-superhero,Toonpur Ka Superhero,2010-11-08,16,N,,,,,,,,,,,
journal,top-20-android-apps-in-the-us-women-like-facebook-men-love-maps-and-mail-nielsen-wire,"Top 20 Android Apps in the US: Women Like Facebook, Men Love Maps and Mail | Nielsen Wire",2011-09-13,275,N,,,,,,,,,,,
journal,translated-songs,Translated songs,2006-09-27,145,N,,,,,,,,,,,
journal,trap-trip-report-and-analysis-pondicherry,TRAP - Trip Report and Analysis (Pondicherry),2004-05-15,741,N,5,5,4,4,5,7,N,F,2,Archive,Personal trip report; warm voice but rough prose and encoding issues
journal,travel-travail,Travel travail,2011-01-10,549,N,,,,,,,,,,,
journal,trivial,Trivial,2007-05-21,621,N,,,,,,,,,,,
journal,truest-friend-and-noblest-foe,Truest friend and noblest foe,2011-07-03,582,N,,,,,,,,,,,
journal,tsu,Tsu,2014-10-29,226,N,,,,,,,,,,,
journal,tunak-tunak-tun,Tunak Tunak Tun,2006-10-10,70,N,,,,,,,,,,,
journal,twenty20,Twenty20,2007-09-29,1500,N,,,,,,,,,,,
journal,twin-city-tour-day-1,Twin City Tour - Day 1,2005-08-18,401,N,,,,,,,,,,,
journal,twin-city-tour-day-2,Twin City Tour- Day 2,2005-08-18,183,N,,,,,,,,,,,
journal,twin-city-tour-day-3,Twin City Tour - Day 3,2005-08-18,571,N,,,,,,,,,,,
journal,twin-city-tour-start,Twin City Tour - Start,2005-08-21,413,N,,,,,,,,,,,
journal,twitter-2,Twitter,2007-06-16,1857,Y,,,,,,,,,,,
journal,two-news-items,Two news items..,2009-01-24,457,N,,,,,,,,,,,
journal,u-me-aur-hum-2-2,U Me Aur Hum,2008-04-13,607,N,,,,,,,,,,,
journal,u-me-aur-hum-3,U Me Aur Hum,2008-04-11,64,Y,,,,,,,,,,,
journal,ubuntu-tux,Ubuntu Tux,2005-03-27,236,N,,,,,,,,,,,
journal,ubuntu,Ubuntu,2007-06-27,159,N,,,,,,,,,,,
journal,ultrarunner,Ultrarunner,2006-09-15,197,N,,,,,,,,,,,
journal,united-93,United 93,2007-02-12,152,N,,,,,,,,,,,
journal,updates,Updates,2005-03-15,52,N,,,,,,,,,,,
journal,upgrading-the-dream,Upgrading the dream,2006-10-10,554,N,,,,,,,,,,,
journal,upset,Upset!,2006-09-18,226,N,,,,,,,,,,,
journal,ux-of-quest-lab-self-check-in,UX of Quest Lab Self Check-in,2018-08-31,198,N,,,,,,,,,,,
journal,veer-zaara,Veer Zaara,2004-11-30,279,N,5,5,5,5,6,6,N,F,2,Archive,Film review; formula-driven but competent
journal,vertigo,Vertigo,2007-05-25,1427,N,,,,,,,,,,,
journal,view-from-balcony,View from Balcony,2006-07-09,434,N,,,,,,,,,,,
journal,vismerized,VISMERIZED !,2005-12-19,1080,N,,,,,,,,,,,
journal,voice-and-ai,Voice and AI,2018-07-14,34,N,,,,,,,,,,,
journal,waking-up-to-loud-noise,Waking up to loud noise,2005-12-20,145,N,,,,,,,,,,,
journal,war-of-the-cities,Tale of cities,2005-09-20,572,N,,,,,,,,,,,
journal,war-of-the-worlds,War of the worlds,2005-07-21,89,N,,,,,,,,,,,
journal,way-to-go,Way to go,2005-03-23,17,N,,,,,,,,,,,
journal,wayanad,Wayanad,2005-09-20,1796,N,,,,,,,,,,,
journal,we-are-family,We are family,2010-07-30,26,N,,,,,,,,,,,
journal,weekend-end,Weekend-end,2009-08-30,256,N,,,,,,,,,,,
journal,weekend-movies-2,Weekend movies,2005-11-14,459,N,,,,,,,,,,,
journal,weekend-movies,Weekend Movies,2005-01-31,104,N,,,,,,,,,,,
journal,weekend-reading-1712,Weekend Reading,2011-09-21,185,N,,,,,,,,,,,
journal,weekend-reading-2,Weekend Reading,2011-08-06,384,N,,,,,,,,,,,
journal,weekend-reading-3,Weekend Reading,2011-08-13,583,N,,,,,,,,,,,
journal,weekend-reading-4,Weekend reading,2011-08-20,333,N,,,,,,,,,,,
journal,weekend-reading-5,Weekend Reading,2011-09-24,620,N,,,,,,,,,,,
journal,weekend-reading,Weekend reading,2011-07-29,391,N,,,,,,,,,,,
journal,weirdness-quotient,Weirdness Quotient,2006-08-20,537,N,,,,,,,,,,,
journal,what-are-indians-known-for,what are Indians known for ?,2011-07-24,108,Y,,,,,,,,,,,
journal,what-do-i-do,What do I do ?,2004-12-25,256,N,5,4,4,5,5,6,N,A,2,Archive,"Overwhelm list; personal, no public value"
journal,what-the-hell-is-wrong-with-google-reader-blogspot,What the hell is wrong with Google Reader - Blogspot,2007-05-20,96,N,,,,,,,,,,,
journal,whats-making-difference,Whats making difference?,2005-12-18,235,N,,,,,,,,,,,
journal,whats-your-ted-talk-going-to-be,What’s your TED talk going to be ?,2014-04-17,277,N,,,,,,,,,,,
journal,who-are-you,Who are you ???,2005-03-17,161,N,,,,,,,,,,,
journal,who-doesnt-want-to-fly,Who doesn’t want to fly ?,2005-10-08,82,N,,,,,,,,,,,
journal,who-moved-my-cheese,Who moved my cheese,2005-01-31,242,N,,,,,,,,,,,
journal,why-bad-movies-are-good-for-fans-of-actor-2,Why bad movies are good for fans of actor,2008-05-11,676,Y,,,,,,,,,,,
journal,why-do-people-think-apple-pay-is-so-innovativean,Why do people think Apple Pay is so innovative—an equivalent feature has been part of Android for more than two years? - Quora,2014-10-30,289,N,,,,,,,,,,,
journal,why-i-am-switching-from-android-to-iphone-19,Why I am switching from Android to iPhone,2015-09-24,244,N,,,,,,,,,,,
journal,why-i-am-switching-from-android-to-iphone,Why I am switching from Android to iPhone,2015-09-24,1180,N,,,,,,,,,,,
journal,why-terrorists-struck-bangalore,Why terrorists struck Bangalore,2005-12-29,5,N,,,,,,,,,,,
journal,why-we-act-everything-happens-to-us-is-a-big-deal,Why we act everything happens to us is a big deal ..,2009-09-14,15,N,,,,,,,,,,,
journal,woh-lamhe,Woh Lamhe,2006-10-10,245,N,,,,,,,,,,,
journal,wp-automatic-upgrade-and-other-things-related-to-this-blog-2,WP automatic upgrade and other things related to this blog,2007-07-22,453,N,,,,,,,,,,,
journal,wp201-and-more,WP201 and more,2006-03-06,453,N,,,,,,,,,,,
journal,wp23-upgrade-woes,WP2.3 upgrade woes,2007-10-10,212,N,,,,,,,,,,,
journal,wpcom,WP.com,2005-10-24,166,N,,,,,,,,,,,
journal,yahoo-pipes-2-2,Yahoo! Pipes,2007-06-30,742,N,,,,,,,,,,,
journal,yahoo-pipes-2,Yahoo Pipes,2007-06-27,743,N,,,,,,,,,,,
journal,youniverse-visual-dna,Youniverse - Visual DNA,2008-10-18,1,Y,,,,,,,,,,,
journal,yt-newsletter,Yt newsletter,2009-07-14,170,N,,,,,,,,,,,
journal,yuva,Yuva,2004-11-02,509,N,5,5,5,5,6,6,N,F,3,Archive,Bollywood review with some film craft observation
journal,zindagi-rocks,Zindagi Rocks,2006-10-10,60,N,,,,,,,,,,,
wedding,165,Wedding Post by Melanged,2013-03-16,340,Y,,,,,,,,,,,
wedding,about-her-family,Her Family,2012-12-22,152,Y,,,,,,,,,,,
wedding,about-him,About Ravikiran,2012-12-22,310,Y,,,,,,,,,,,
wedding,about-his-family,His Family,2012-12-22,99,Y,,,,,,,,,,,
wedding,about-us,Our Story So Far,2012-12-22,206,Y,,,,,,,,,,,
wedding,baltimore-labor-day-aug-31-sept-2,"Baltimore , Labor Day Aug 31 - Sept 2",2013-09-05,194,Y,,,,,,,,,,,
wedding,black-moshannon-again-aug-17,"Black Moshannon, again - Aug 17",2013-08-18,37,Y,,,,,,,,,,,
wedding,blue-and-white-weekend-apr-18-21,Blue and White weekend : Apr 18-21,2013-04-26,277,N,,,,,,,,,,,
wedding,breaking-bad,Breaking Bad,2013-11-04,356,N,,,,,,,,,,,
wedding,camping-at-black-moshannon-july-19-21,Camping at Black Moshannon - July 19-21,2013-08-03,1141,N,,,,,,,,,,,
wedding,car-show-and-swimming-aug-10-11,"Car show and swimming - Aug 10, 11",2013-08-12,122,N,,,,,,,,,,,
wedding,ceremony,Wedding Ceremony,2012-12-21,65,Y,,,,,,,,,,,
wedding,cruise,Cruise,2018-07-14,4,N,,,,,,,,,,,
wedding,day-2-2,Day 2,2013-11-04,0,Y,,,,,,,,,,,
wedding,day-2-self-portrait,Day 2- Self portrait,2013-11-04,0,Y,,,,,,,,,,,
wedding,day-2,Day 2,2013-11-04,20,Y,,,,,,,,,,,
wedding,day-3-origami,Day 3-Origami,2013-11-04,11,Y,,,,,,,,,,,
wedding,day-3,Day 3,2013-11-04,25,Y,,,,,,,,,,,
wedding,day-4-food,Day 4 - Food,2013-11-04,53,Y,,,,,,,,,,,
wedding,day-4-my-first-pie,Day 4 - My first pie,2013-11-04,8,Y,,,,,,,,,,,
wedding,day-5-mask,Day 5 - Mask,2013-11-04,29,Y,,,,,,,,,,,
wedding,day-5-panna-panda,Day 5 - Panna Panda ;),2013-11-04,17,Y,,,,,,,,,,,
wedding,day-5-sketches,Day 5 - Sketches,2013-11-12,154,Y,,,,,,,,,,,
wedding,day-6-paper-world,Day 6 - Paper world,2013-11-12,82,Y,,,,,,,,,,,
wedding,day-6-portrait-2,Day 6 - Portrait,2013-11-15,54,Y,,,,,,,,,,,
wedding,day-7-paper-world,Day 7 - Paper world,2013-11-15,66,Y,,,,,,,,,,,
wedding,day-7-visual-recipe,Day 7 - Visual recipe,2013-11-12,32,Y,,,,,,,,,,,
wedding,day-8,Day 8 - Visual recipe,2013-11-15,409,Y,,,,,,,,,,,
wedding,day-9-t-shirt,Day 9 - T-shirt,2013-11-15,134,Y,,,,,,,,,,,
wedding,draft-posts,Draft posts,2014-04-16,72,N,,,,,,,,,,,
wedding,engaged,Engaged,2012-12-26,224,Y,,,,,,,,,,,
wedding,engagement,Engagement,2012-12-21,36,N,,,,,,,,,,,
wedding,falling-water,Falling water,2013-11-04,224,N,,,,,,,,,,,
wedding,fireworks-strawberry-picking-42-penns-cave-bald-eagle-state-park-july-4-7,"Fireworks, Strawberry picking, 42, Penns Cave, Bald Eagle State Park - July 4-7",2013-07-07,721,Y,,,,,,,,,,,
wedding,food-stall-volunteering-sept-14,Food stall volunteering - Sept 14,2013-09-19,207,N,,,,,,,,,,,
wedding,guestbook-say-something,Guestbook/Testimonials - Say something !,2012-12-21,75,N,,,,,,,,,,,
wedding,her-story,About Padmashree,2012-12-22,0,Y,,,,,,,,,,,
wedding,hershey-park-sept-7,Hershey Park Sept 7,2013-09-19,327,N,,,,,,,,,,,
wedding,invitations,Invitations,2013-01-28,111,Y,,,,,,,,,,,
wedding,logistics,Logistics,2013-01-28,215,Y,,,,,,,,,,,
wedding,mardi-gras,Mardi Gras,2018-07-14,2,N,,,,,,,,,,,
wedding,memorial-day-weekend-may-25-26,Memorial Day Weekend - May 25-26,2013-05-31,662,Y,,,,,,,,,,,
wedding,movies,Movies,2013-04-16,175,N,,,,,,,,,,,
wedding,mt-nittany-hiking-and-whipple-dam-apr-7,Mt Nittany Hiking and Whipple Dam - Apr 7,2013-04-08,138,Y,,,,,,,,,,,
wedding,mt-nittany-wine-tasting-superman-supermoon-june-22,"Mt Nittany Wine Tasting, Superman, Supermoon - June 22",2013-08-02,211,Y,,,,,,,,,,,
wedding,pennsylvania-grand-canyon-apr-28,Pennsylvania Grand Canyon - Apr 28,2013-05-11,133,Y,,,,,,,,,,,
wedding,photo-album,Photo Albums,2012-12-22,36,Y,,,,,,,,,,,
wedding,pittsburgh-may-12,Pittsburgh - May 12,2013-05-17,76,N,,,,,,,,,,,
wedding,post-1,Greetings,2012-12-23,84,Y,,,,,,,,,,,
wedding,preparation-pics,Preparation pics,2013-02-04,4,Y,,,,,,,,,,,
wedding,reception,Reception,2012-12-21,72,N,,,,,,,,,,,
wedding,saree-shopping,Saree shopping,2012-12-30,203,Y,,,,,,,,,,,
wedding,shingletown-gap,Shingletown Gap - April 14,2013-04-16,92,Y,,,,,,,,,,,
wedding,state-college-events,State College Events,2013-04-14,237,N,,,,,,,,,,,
wedding,tussey-mountain-june-9th,Tussey Mountain June 9th,2013-07-30,117,N,,,,,,,,,,,
wedding,wedding-and-reception-videos,Wedding and Reception Videos,2013-04-28,2,N,,,,,,,,,,,
wedding,week-3-notebook,Week 3 - Notebook,2013-11-18,101,Y,,,,,,,,,,,
wedding,whipple-dam-aug-4,Whipple Dam - Aug 4,2013-08-19,102,N,,,,,,,,,,,
status,hello-world,Hello world!,2018-07-19,15,N,,,,,,,,,,,
status,privacy-policy,Privacy Policy,2018-07-19,635,N,,,,,,,,,,,
status,sample-page,Sample Page,2018-07-19,155,N,,,,,,,,,,,
